"","title","YearPub","pmid","abstract"
"783","Plant diversity accurately predicts insect diversity in two tropical landscapes.",2016,"27474399","Plant diversity surely determines arthropod diversity, but only moderate correlations between arthropod and plant species richness had been observed until Basset et al. (Science, 338, 2012 and 1481) finally undertook an unprecedentedly comprehensive sampling of a tropical forest and demonstrated that plant species richness could indeed accurately predict arthropod species richness. We now require a high-throughput pipeline to operationalize this result so that we can (i) test competing explanations for tropical arthropod megadiversity, (ii) improve estimates of global eukaryotic species diversity, and (iii) use plant and arthropod communities as efficient proxies for each other, thus improving the efficiency of conservation planning and of detecting forest degradation and recovery. We therefore applied metabarcoding to Malaise-trap samples across two tropical landscapes in China. We demonstrate that plant species richness can accurately predict arthropod (mostly insect) species richness and that plant and insect community compositions are highly correlated, even in landscapes that are large, heterogeneous and anthropogenically modified. Finally, we review how metabarcoding makes feasible highly replicated tests of the major competing explanations for tropical megadiversity."
"784","Phylogenetic characterisation of two novel Anaplasmataceae from Australian Ixodes holocyclus ticks: 'Candidatus Neoehrlichia australis' and 'Candidatus Neoehrlichia arcana'.",2016,"27468908","Recently, two novel species of Anaplasmataceae were detected in the Australian paralysis tick, Ixodes holocyclus, by 16S rRNA gene metabarcoding. Analysis of these sequences suggested that these novel organisms are closely related to the genus 'Candidatus Neoehrlichia'. In this study, phylogenetic analysis of 16S rRNA (1264 bp), groESL (1047 bp) and gltA (561 bp) gene sequences, and concatenated (2872 bp) sequences, all concur that these novel species belong in the genus 'Candidatus Neoehrlichia' and are most closely related to, but distinct from the only other recognised members of this genus, 'Candidatus Neoehrlichia mikurensis' and 'Candidatus Neoehrlichia lotoris'. Based on their unique molecular signature, we propose to designate these species 'Candidatus Neoehrlichia australis' (reference strain HT41R) and 'Candidatus Neoehrlichia arcana' (reference strain HT94R). Identical 'Candidatus Neoehrlichia australis' 16S rRNA, groESL and gltA sequences were detected in 34/391 (8.7 %) individual Ixodes holocyclus ticks, and sequences were most similar to 'Candidatus Neoehrlichia lotoris' (96.2 %, 83.1 % and 67.2 %, respectively) and 'Candidatus Neoehrlichia mikurensis' (96.2 %, 84 % and 68.4 % respectively). Likewise, identical 'Candidatus Neoehrlichia arcana' 16S rRNA, groESL and gltA sequences were detected in 12/391 (3.1 %) Ixodes holocyclus ticks, and sequences were most similar to 'Candidatus Neoehrlichia lotoris' (98.5 %, 88.7 % and 79.3 %, respectively) and 'Candidatus Neoehrlichia mikurensis' (96.3 %, 84 % and 67.4 % respectively). These new species are the first Anaplasmataceae (except Wolbachia spp.) to be found to be endemic to Australia. The pathogenic consequences of these organisms are yet to be determined."
"785","Analysis of Illumina MiSeq Metabarcoding Data: Application to Benthic Indices for Environmental Monitoring.",2016,"27460382","This protocol details the analysis of Illumina MiSeq amplicon libraries derived from marine benthic macroinvertebrate samples and based on two barcodes of the mitochondrial cytochrome oxidase 1 (CO1) gene: a ""short region,"" covered by overlapping forward and reverse reads and a ""long region"" for which forward and reverse reads do not overlap. Aside from providing guidelines for analyzing both types of amplicons, we show how amplicon reads can be used for the calculation of benthic indices for environmental monitoring."
"786","Visualizing Patterns of Marine Eukaryotic Diversity from Metabarcoding Data Using QIIME.",2016,"27460381","PCR amplification followed by deep sequencing of homologous gene regions is increasingly used to characterize the diversity and taxonomic composition of marine eukaryotic communities. This approach may generate millions of sequences for hundreds of samples simultaneously. Therefore, tools that researchers can use to visualize complex patterns of diversity for these massive datasets are essential. Efforts by microbiologists to understand the Earth and human microbiomes using high-throughput sequencing of the 16S rRNA gene has led to the development of several user-friendly, open-source software packages that can be similarly used to analyze eukaryotic datasets. Quantitative Insights Into Microbial Ecology (QIIME) offers some of the most helpful data visualization tools. Here, we describe functionalities to import OTU tables generated with any molecular marker (e.g., 18S, COI, ITS) and associated metadata into QIIME. We then present a range of analytical tools implemented within QIIME that can be used to obtain insights about patterns of alpha and beta diversity for marine eukaryotes."
"787","Preparation of Amplicon Libraries for Metabarcoding of Marine Eukaryotes Using Illumina MiSeq: The Adapter Ligation Method.",2016,"27460380","Amplicon-based studies of marine microscopic eukaryotes, also referred to as metabarcoding studies, can be performed to analyze patterns of biodiversity or predator-prey interactions targeting the mitochondrial cytochrome oxidase 1 (CO1) or the small ribosomal subunit (SSU) markers. Because high-throughput sequencing (HTS) Illumina platforms provide millions of reads per run, hundreds of samples may be sequenced simultaneously. This protocol details the preparation of multiplexed amplicon libraries for Illumina MiSeq sequencing. We describe a strategy for sample multiplexing using a combination of tailed PCR primers and ligation of indexed adapters."
"788","Preparation of Amplicon Libraries for Metabarcoding of Marine Eukaryotes Using Illumina MiSeq: The Dual-PCR Method.",2016,"27460379","This protocol details the preparation of multiplexed amplicon libraries for metabarcoding (amplicon-based) studies of microscopic marine eukaryotes. Metabarcoding studies, based on the amplification of a taxonomically informative marker from a collection of organisms or an environmental sample, can be performed to analyze biodiversity patterns or predator-prey interactions. For Metazoa, we use the mitochondrial cytochrome oxidase 1 (CO1) or the small ribosomal subunit (SSU) markers. Here, we describe a strategy for the preparation of multiplexed Illumina MiSeq libraries using a dual-PCR approach for the addition of index and adaptor sequences."
"789","Metabarcoding Marine Sediments: Preparation of Amplicon Libraries.",2016,"27460378","The accurate assessment of community composition and ultimately species identification is of utmost importance in any ecological and evolutionary study. Advances in sequencing technologies have allowed the unraveling of levels of biodiversity never imagined before when applied to large-scale environmental DNA studies (also termed metabarcoding/metagenetics/metasystematics/environmental barcoding). Here, we describe a detailed protocol to assess eukaryotic biodiversity in marine sediments, identifying key steps that should not be neglected when preparing Next-Generation Sequencing (NGS) amplicon libraries: DNA extraction, multiple PCR amplification of DNA barcode markers with index/ tag-primers, and final Illumina MiSeq sequencing library preparation."
"790","Sampling of Riverine or Marine Bacterial Communities in Remote Locations: From Field to Publication.",2016,"27460367","This protocol describes how to sample and preserve microbial water column samples from rivers that can be used for 16S or 18S metabarcoding studies or shotgun sequencing. It further describes how to extract the DNA for sequencing and how to prepare raw Illumina MiSeq amplicon data and analyze it in the R environment."
"791","High-throughput metabarcoding of eukaryotic diversity for environmental monitoring of offshore oil-drilling activities.",2016,"27454455","As global exploitation of available resources increases, operations extend towards sensitive and previously protected ecosystems. It is important to monitor such areas in order to detect, understand and remediate environmental responses to stressors. The natural heterogeneity and complexity of communities means that accurate monitoring requires high resolution, both temporally and spatially, as well as more complete assessments of taxa. Increased resolution and taxonomic coverage is economically challenging using current microscopy-based monitoring practices. Alternatively, DNA sequencing-based methods have been suggested for cost-efficient monitoring, offering additional insights into ecosystem function and disturbance. Here, we applied DNA metabarcoding of eukaryotic communities in marine sediments, in areas of offshore drilling on the Norwegian continental shelf. Forty-five samples, collected from seven drilling sites in the Troll/Oseberg region, were assessed, using the small subunit ribosomal RNA gene as a taxonomic marker. In agreement with results based on classical morphology-based monitoring, we were able to identify changes in sediment communities surrounding oil platforms. In addition to overall changes in community structure, we identified several potential indicator taxa, responding to pollutants associated with drilling fluids. These included the metazoan orders Macrodasyida, Macrostomida and Ceriantharia, as well as several ciliates and other protist taxa, typically not targeted by environmental monitoring programmes. Analysis of a co-occurrence network to study the distribution of taxa across samples provided a framework for better understanding the impact of anthropogenic activities on the benthic food web, generating novel, testable hypotheses of trophic interactions structuring benthic communities."
"792","Characterisation of an atypical manifestation of black band disease on Porites lutea in the Western Indian Ocean.",2016,"27441106","Recent surveys conducted on Reunion Island coral reefs revealed an atypical manifestation of black band disease on the main framework building coral, Porites lutea. This BBD manifestation (PorBBD) presented a thick lighter-colored band, which preceded the typical BBD lesion. Whilst BBD aetiology has been intensively described worldwide, it remains unclear if corals with apparently similar lesions across coral reefs are affected by the same pathogens. Therefore, a multidisciplinary approach involving field surveys, gross lesion monitoring, histopathology and 454-pyrosequencing was employed to provide the first comprehensive characterization of this particular manifestation. Surveys conducted within two geomorphological zones over two consecutive summers and winters showed spatial and seasonal patterns consistent with those found for typical BBD. Genetic analyses suggested an uncharacteristically high level of Vibrio spp. bacterial infection within PorBBD. However, microscopic analysis revealed high densities of cyanobacteria, penetrating the compromised tissue as well as the presence of basophilic bodies resembling bacterial aggregates in the living tissue, adjacent to the bacterial mat. Additionally, classical BBD-associated cyanobacterial strains, genetically related to Pseudoscillatoria coralii and Roseofilum reptotaenium were identified and isolated and the presence of sulfate-reducers or sulfide-oxidizers such as Desulfovibrio and Arcobacter, previously shown to be associated with anoxic microenvironment within typical BBD was also observed, confirming that PorBBD is a manifestation of classical BBD. "
"793","Species diversity can be overestimated by a fixed empirical threshold: insights from DNA barcoding of the genus Cletus (Hemiptera: Coreidae) and the meta-analysis of COI data from previous phylogeographical studies.",2017,"27437861","The use of genetic distances to identify species within the framework of DNA barcoding has to some extent improved the development of biodiversity studies. However, using a fixed empirical threshold to delimit species may lead to overestimating species diversity. In this study, we use a new data set of COI sequences for 366 specimens within the genus of Cletus as well as conduct an analysis on the same genetic data for collected morphologically defined species from previous phylogeographical studies, to test whether high intraspecific genetic divergences are common with the premises of comprehensive sampling. The results indicate C. graminis Hsiao & Cheng , is the same species with C. punctiger (Dallas, 1852) and should be synonymized and that the distributional record of C. pugnator (Fabricius, 1787) in China is correct. High intraspecific genetic differentiations (0%-4.35%) were found in C. punctiger. Furthermore, as to the mined data, the maximum intraspecific K2P distances of 186 species (48.44% of 384) exceed 3%, and 101 species (26.30%) can be divided into two or more clusters with a threshold of 3% in cluster analysis. If genetic distance is used to delimit species boundaries, the minimum interspecific K2P distance of the congeneric species should be considered rather than only using the fixed empirical value; otherwise, the species richness may be overestimated in some cases."
"794","A Bigger Toolbox: Biotechnology in Biodiversity Conservation.",2017,"27424151","Conservation biology needs a bigger toolbox to meet unprecedented challenges. Genomics, fueled by declining sequencing costs, offers novel tools with increased precision for genetic questions previously answered with a few molecular markers, as well as completely new possibilities. Metabarcoding promises quicker, cheaper, and more accurate assessments of biodiversity in groups that are difficult to assess by traditional methods, while sequencing low-quality DNA extends the range of useable materials to include museum specimens, archeological remains, and environmental samples. Genomic and transcriptomic data can be used to assess the potential of populations to adapt to new challenges. In the near future, gene-editing tools may help endangered species cope with change, while gene drives control unwanted species and help wanted ones. De-extinction has become a serious prospect."
"795","DNA Metabarcoding Reveals Diet Overlap between the Endangered Walia Ibex and Domestic Goats - Implications for Conservation.",2016,"27416020","Human population expansion and associated degradation of the habitat of many wildlife species cause loss of biodiversity and species extinctions. The small Simen Mountains National Park in Ethiopia is one of the last strongholds for the preservation of a number of afro-alpine mammals, plants and birds, and it is home to the rare endemic Walia ibex, Capra walie. The narrow distribution range of this species as well as potential competition for resources with livestock, especially with domestic goat, Capra hircus, may compromise its future survival. Based on a curated afro-alpine taxonomic reference library constructed for plant taxon identification, we investigated the diet of the Walia ibex and addressed the dietary overlap with domestic goat using DNA metabarcoding of faecal samples. Faeces of both species were collected from different localities in the National Park. We show that both species are browsers, with forbs, shrubs and trees comprising the largest proportion of their diet, supplemented by grasses. There was a considerable overlap in dietary preferences. Several of the preferred diet items of the Walia ibex (Alchemilla sp., Hypericum revolutum, Erica arborea and Rumex sp.) were also among the most preferred diet items of the domestic goat. These results indicate that there is potential for competition between the two species, especially during the dry season, when resources are limited. Our findings, in combination with the expected increase in domestic herbivores, suggest that management plans should consider the potential threat posed by domestic goats to ensure future survival of the endangered Walia ibex. "
"796","New Primers for Discovering Fungal Diversity Using Nuclear Large Ribosomal DNA.",2016,"27391306","Metabarcoding has become an important tool in the discovery of biodiversity, including fungi, which are the second most speciose group of eukaryotes, with diverse and important ecological roles in terrestrial ecosystems. We have designed and tested new PCR primers that target the D1 variable region of nuclear large subunit (LSU) ribosomal DNA; one set that targets the phylum Ascomycota and another that recovers all other fungal phyla. The primers yield amplicons compatible with the Illumina MiSeq platform, which is cost-effective and has a lower error rate than other high throughput sequencing platforms. The new primer set LSU200A-F/LSU476A-R (Ascomycota) yielded 95-98% of reads of target taxa from environmental samples, and primers LSU200-F/LSU481-R (all other fungi) yielded 72-80% of target reads. Both primer sets have fairly low rates of data loss, and together they cover a wide variety of fungal taxa. We compared our results with these primers by amplifying and sequencing a subset of samples using the previously described ITS3_KYO2/ITS4_KYO3 primers, which amplify the internal transcribed spacer 2 (ITS2) of Ascomycota and Basidiomycota. With approximately equivalent read depth, our LSU primers recovered a greater number and phylogenetic diversity of sequences than the ITS2 primers. For instance, ITS3_KYO2/ITS4_KYO3 primers failed to pick up any members of Eurotiales, Mytilinidiales, Pezizales, Saccharomycetales, or Venturiales within Ascomycota, or members of Exobasidiomycetes, Microbotryomycetes, Pucciniomycetes, or Tremellomycetes within Basidiomycota, which were retrieved in good numbers from the same samples by our LSU primers. Among the OTUs recovered using the LSU primers were 127 genera and 28 species that were not obtained using the ITS2 primers, although the ITS2 primers recovered 10 unique genera and 16 species that were not obtained using either of the LSU primers These features identify the new primer sets developed in this study as useful complements to other universal primers for the study of fungal diversity and community composition. "
"797","A cost-effective high-throughput metabarcoding approach powerful enough to genotype ~44 000 year-old rodent remains from Northern Africa.",2017,"27374145","We present a cost-effective metabarcoding approach, aMPlex Torrent, which relies on an improved multiplex PCR adapted to highly degraded DNA, combining barcoding and next-generation sequencing to simultaneously analyse many heterogeneous samples. We demonstrate the strength of these improvements by generating a phylochronology through the genotyping of ancient rodent remains from a Moroccan cave whose stratigraphy covers the last 120 000 years. Rodents are important for epidemiology, agronomy and ecological investigations and can act as bioindicators for human- and/or climate-induced environmental changes. Efficient and reliable genotyping of ancient rodent remains has the potential to deliver valuable phylogenetic and paleoecological information. The analysis of multiple ancient skeletal remains of very small size with poor DNA preservation, however, requires a sensitive high-throughput method to generate sufficient data. We show this approach to be particularly adapted at accessing this otherwise difficult taxonomic and genetic resource. As a highly scalable, lower cost and less labour-intensive alternative to targeted sequence capture approaches, we propose the aMPlex Torrent strategy to be a useful tool for the genetic analysis of multiple degraded samples in studies involving ecology, archaeology, conservation and evolutionary biology."
"798","Spatial Representativeness of Environmental DNA Metabarcoding Signal for Fish Biodiversity Assessment in a Natural Freshwater System.",2016,"27359116","In the last few years, the study of environmental DNA (eDNA) has drawn attention for many reasons, including its advantages for monitoring and conservation purposes. So far, in aquatic environments, most of eDNA research has focused on the detection of single species using species-specific markers. Recently, species inventories based on the analysis of a single generalist marker targeting a larger taxonomic group (eDNA metabarcoding) have proven useful for bony fish and amphibian biodiversity surveys. This approach involves in situ filtering of large volumes of water followed by amplification and sequencing of a short discriminative fragment from the 12S rDNA mitochondrial gene. In this study, we went one step further by investigating the spatial representativeness (i.e. ecological reliability and signal variability in space) of eDNA metabarcoding for large-scale fish biodiversity assessment in a freshwater system including lentic and lotic environments. We tested the ability of this approach to characterize large-scale organization of fish communities along a longitudinal gradient, from a lake to the outflowing river. First, our results confirm that eDNA metabarcoding is more efficient than a single traditional sampling campaign to detect species presence, especially in rivers. Second, the species list obtained using this approach is comparable to the one obtained when cumulating all traditional sampling sessions since 1995 and 1988 for the lake and the river, respectively. In conclusion, eDNA metabarcoding gives a faithful description of local fish biodiversity in the study system, more specifically within a range of a few kilometers along the river in our study conditions, i.e. longer than a traditional fish sampling site. "
"799","Application of DNA barcodes in wildlife conservation in Tropical East Asia.",2016,"27341687","Over the past 50 years, Tropical East Asia has lost more biodiversity than any tropical region. Tropical East Asia is a megadiverse region with an acute taxonomic impediment. DNA barcodes are short standardized DNA sequences used for taxonomic purposes and have the potential to lessen the challenges of biodiversity inventory and assessments in regions where they are most needed. We reviewed DNA barcoding efforts in Tropical East Asia relative to other tropical regions. We suggest DNA barcodes (or metabarcodes from next-generation sequencers) may be especially useful for characterizing and connecting species-level biodiversity units in inventories encompassing taxa lacking formal description (particularly arthropods) and in large-scale, minimal-impact approaches to vertebrate monitoring and population assessments through secondary sources of DNA (invertebrate derived DNA and environmental DNA). We suggest interest and capacity for DNA barcoding are slowly growing in Tropical East Asia, particularly among the younger generation of researchers who can connect with the barcoding analogy and understand the need for new approaches to the conservation challenges being faced."
"800","The effects of parameter choice on defining molecular operational taxonomic units and resulting ecological analyses of metabarcoding data.",2016,"27336462","The combination of DNA barcoding and high-throughput (next-generation) sequencing (metabarcoding) provides many promises but also serious challenges. Generating a reliable comparable estimate of biodiversity remains a central challenge to the application of the technology. Many approaches have been used to turn millions of sequences into distinct taxonomic units. However, the extent to which these methods impact the outcome of simple ecological analyses is not well understood. Here we performed a simple analysis of dietary overlap by skinks and shrews on Ile Aux Aigrettes, Mauritius. We used a combination of filtering thresholds and clustering algorithms on a COI metabarcoding dataset and demonstrate that all bioinformatics parameters will have interacting effects on molecular operational taxonomic unit (MOTU) recovery rates. These effects generated estimates covering two orders of magnitude. However, the effect on a simple ecological analysis was not large and, despite the wide variation in estimates of niche overlap, the same ecological conclusion was drawn in most cases. We advise that a conservative clustering programme coupled with larger sequence divergences to define a cluster, the removal of singletons, rigorous length filtering, and stringent match criteria for Molecular Identifier tags are preferable to avoid MOTU inflation and that the same parameters be used in all comparative analyses."
"801","Development of a cost-effective metabarcoding strategy for analysis of the marine phytoplankton community.",2016,"27326375","We developed a cost-effective metabarcoding strategy to analyze phytoplankton community structure using the Illumina MiSeq system. The amplicons (404-411 bp) obtained by end-pairing of two reads were sufficiently long to distinguish algal species and provided barcode data equivalent to those generated with the Roche 454 system, but at less than 1/20th of the cost. The original universal primer sequences targeting the 23S rDNA region and the PCR strategy were both modified, and this resulted in higher numbers of eukaryotic algal sequences by excluding non-photosynthetic proteobacterial sequences supporting effectiveness of this strategy. The novel strategy was used to analyze the phytoplankton community structure of six water samples from the East/Japan Sea: surface and 50 m depths at coastal and open-sea sites, with collections in May and July 2014. In total, 345 operational taxonomic units (OTUs) were identified, which covered most of the prokaryotic and eukaryotic algal phyla, including Dinophyta, Rhodophyta, Ochrophyta, Chlorophyta, Streptophyta, Cryptophyta, Haptophyta, and Cyanophyta. This highlights the importance of plastid 23S primers, which perform better than the currently used 16S primers for phytoplankton community surveys. The findings also revealed that more efforts should be made to update 23S rDNA sequences as well as those of 16S in the databases. Analysis of algal proportions in the six samples showed that community structure differed depending on location, depth and season. Across the six samples evaluated, the numbers of OTUs in each phylum were similar but their relative proportions varied. This novel strategy would allow laboratories to analyze large numbers of samples at reasonable expense, whereas this has not been possible to date due to cost and time. In addition, we expect that this strategy will generate a large amount of novel data that could potentially change established methods and tools that are currently used in the realms of oceanography and marine ecology. "
"802","Pollen DNA barcoding: current applications and future prospects.",2016,"27322652","Identification of the species origin of pollen has many applications, including assessment of plant-pollinator networks, reconstruction of ancient plant communities, product authentication, allergen monitoring, and forensics. Such applications, however, have previously been limited by microscopy-based identification of pollen, which is slow, has low taxonomic resolution, and has few expert practitioners. One alternative is pollen DNA barcoding, which could overcome these issues. Recent studies demonstrate that both chloroplast and nuclear barcoding markers can be amplified from pollen. These recent validations of pollen metabarcoding indicate that now is the time for researchers in various fields to consider applying these methods to their research programs. In this paper, we review the nascent field of pollen DNA barcoding and discuss potential new applications of this technology, highlighting existing limitations and future research developments that will improve its utility in a wide range of applications. "
"803","Diet Assessment Based on Rumen Contents: A Comparison between DNA Metabarcoding and Macroscopy.",2016,"27322387","Dietary choices are central to our understanding of ecology and evolution. Still, many aspects of food choice have been hampered by time consuming procedures and methodological problems. Faster and cheaper methods, such as DNA metabarcoding, have therefore been widely adopted. However, there is still very little empirical support that this new method is better and more accurate compared to the classic methods. Here, we compare DNA metabarcoding to macroscopic identifications of rumen contents in two species of wild free-ranging ungulates: roe deer and fallow deer. We found that the methods were comparable, but they did not completely overlap. Sometimes the DNA method failed to identify food items that were found macroscopically, and the opposite was also true. However, the total number of taxa identified increased using DNA compared to the macroscopic analysis. Moreover, the taxonomic precision of metabarcoding was substantially higher, with on average 90% of DNA-sequences being identified to genus or species level compared to 75% of plant fragments using macroscopy. In niche overlap analyses, presence/absence data showed that both methods came to very similar conclusions. When using the sequence count data and macroscopic weight, niche overlap was lower than when using presence-absence data yet tended to increase when using DNA compared to macroscopy. Nevertheless, the significant positive correlation between macroscopic quantity and number of DNA sequences counted from the same plant group give support for the use of metabarcoding to quantify plants in the rumen. This study thus shows that there is much to be gained by using metabarcoding to quantitatively assess diet composition compared to macroscopic analysis, including higher taxonomic precision, sensitivity and cost efficiency. "
"804","Soil drying procedure affects the DNA quantification of Lactarius vinosus but does not change the fungal community composition.",2016,"27317489","Drying soil samples before DNA extraction is commonly used for specific fungal DNA quantification and metabarcoding studies, but the impact of different drying procedures on both the specific fungal DNA quantity and the fungal community composition has not been analyzed. We tested three different drying procedures (freeze-drying, oven-drying, and room temperature) on 12 different soil samples to determine (a) the soil mycelium biomass of the ectomycorrhizal species Lactarius vinosus using qPCR with a specifically designed TaqMan® probe and (b) the fungal community composition and diversity using the PacBio® RS II sequencing platform. Mycelium biomass of L. vinosus was significantly greater in the freeze-dried soil samples than in samples dried at oven and room temperature. However, drying procedures had no effect on fungal community composition or on fungal diversity. In addition, there were no significant differences in the proportions of fungi according to their functional roles (moulds vs. mycorrhizal species) in response to drying procedures. Only six out of 1139 operational taxonomic units (OTUs) had increased their relative proportions after soil drying at room temperature, with five of these OTUs classified as mould or yeast species. However, the magnitude of these changes was small, with an overall increase in relative abundance of these OTUs of approximately 2 %. These results suggest that DNA degradation may occur especially after drying soil samples at room temperature, but affecting equally nearly all fungi and therefore causing no significant differences in diversity and community composition. Despite the minimal effects caused by the drying procedures at the fungal community composition, freeze-drying resulted in higher concentrations of L. vinosus DNA and prevented potential colonization from opportunistic species."
"805","Large-Scale Monitoring of Plants through Environmental DNA Metabarcoding of Soil: Recovery, Resolution, and Annotation of Four DNA Markers.",2016,"27310720","In a rapidly changing world we need methods to efficiently assess biodiversity in order to monitor ecosystem trends. Ecological monitoring often uses plant community composition to infer quality of sites but conventional aboveground surveys only capture a snapshot of the actively growing plant diversity. Environmental DNA (eDNA) extracted from soil samples, however, can include taxa represented by both active and dormant tissues, seeds, pollen, and detritus. Analysis of this eDNA through DNA metabarcoding provides a more comprehensive view of plant diversity at a site from a single assessment but it is not clear which DNA markers are best used to capture this diversity. Sequence recovery, annotation, and sequence resolution among taxa were evaluated for four established DNA markers (matK, rbcL, ITS2, and the trnL P6 loop) in silico using database sequences and in situ using high throughput sequencing of 35 soil samples from a remote boreal wetland. Overall, ITS2 and rbcL are recommended for DNA metabarcoding of vascular plants from eDNA when not using customized or geographically restricted reference databases. We describe a new framework for evaluating DNA metabarcodes and, contrary to existing assumptions, we found that full length DNA barcode regions could outperform shorter markers for surveying plant diversity from soil samples. By using current DNA barcoding markers rbcL and ITS2 for plant metabarcoding, we can take advantage of existing resources such as the growing DNA barcode database. Our work establishes the value of standard DNA barcodes for soil plant eDNA analysis in ecological investigations and biomonitoring programs and supports the collaborative development of DNA barcoding and metabarcoding. "
"806","Resilience of Freshwater Communities of Small Microbial Eukaryotes Undergoing Severe Drought Events.",2016,"27303393","Small and shallow aquatic ecosystems such as ponds and streams constitute a significant proportion of continental surface waters, especially in temperate zones. In comparison with bigger lakes and rivers, they harbor higher biodiversity but they also exhibit reduced buffering capacity face to environmental shifts, such that climate global change can affect them in a more drastic way. For instance, many temperate areas are predicted to undergo droughts with increasing frequency in the near future, which may lead to the temporal desiccation of streams and ponds. In this work, we monitored temporal dynamics of planktonic communities of microbial eukaryotes (cell size range: 0.2-5 μm) in one brook and one pond that experienced recurrent droughts from 1 to 5 consecutive months during a temporal survey carried out monthly for 2 years based on high-throughput 18S rDNA metabarcoding. During drought-induced desiccation events, protist communities present in the remaining dry sediment, though highly diverse, differed radically from their planktonic counterparts. However, after water refill, the aquatic protist assemblages recovered their original structure within a month. This rapid recovery indicates that these eukaryotic communities are resilient to droughts, most likely via the entrance in dormancy. This property is essential for the long-term survival and functional stability of small freshwater ecosystems. "
"807","Genetic assessment of meiobenthic community composition and spatial distribution in coastal sediments along northern Gulf of Mexico.",2016,"27299291","Meiobenthic (meiofauna and micro-eukaryotes) organisms are important contributors to ecosystem functioning in aquatic environments through their roles in nutrient transport, sediment stability, and food web interactions. Despite their ecological importance, information pertaining to variation of these communities at various spatial and temporal scales is not widely known. Many studies in the Gulf of Mexico (GOM) have focused either on deep sea or continental shelf areas, while little attention has been paid to bays and coastal regions. Herein, we take a holistic approach by using high-throughput sequencing approaches to examine spatial variation in meiobenthic communities within Alabama bays and the coastal northern GOM region. Sediment samples were collected along three transects (Mississippi Sound: MS, FOCAL: FT, and Orange Beach: OB) from September 2010 to April 2012 and community composition was determined by metabarcoding the V9 hypervariable region of the nuclear18S rRNA gene. Results showed that Stramenopiles (diatoms), annelids, arthropods (copepods), and nematodes were the dominate groups within samples, while there was presence of other phyla throughout the dataset. Location played a larger role than time sampled in community composition. However, samples were collected over a short temporal scale. Samples clustered in reference to transect, with the most eastern transect (OB) having a distinct community composition in comparison to the other two transects (MS and FT). Communities also differed in reference to region (Bay versus Shelf). Bulk density and percent inorganic carbon were the only measured environmental factors that were correlated with community composition. "
"808","Vector soup: high-throughput identification of Neotropical phlebotomine sand flies using metabarcoding.",2017,"27292284","Phlebotomine sand flies are haematophagous dipterans of primary medical importance. They represent the only proven vectors of leishmaniasis worldwide and are involved in the transmission of various other pathogens. Studying the ecology of sand flies is crucial to understand the epidemiology of leishmaniasis and further control this disease. A major limitation in this regard is that traditional morphological-based methods for sand fly species identifications are time-consuming and require taxonomic expertise. DNA metabarcoding holds great promise in overcoming this issue by allowing the identification of multiple species from a single bulk sample. Here, we assessed the reliability of a short insect metabarcode located in the mitochondrial 16S rRNA for the identification of Neotropical sand flies, and constructed a reference database for 40 species found in French Guiana. Then, we conducted a metabarcoding experiment on sand flies mixtures of known content and showed that the method allows an accurate identification of specimens in pools. Finally, we applied metabarcoding to field samples caught in a 1-ha forest plot in French Guiana. Besides providing reliable molecular data for species-level assignations of phlebotomine sand flies, our study proves the efficiency of metabarcoding based on the mitochondrial 16S rRNA for studying sand fly diversity from bulk samples. The application of this high-throughput identification procedure to field samples can provide great opportunities for vector monitoring and eco-epidemiological studies."
"809","Using metabarcoding to reveal and quantify plant-pollinator interactions.",2016,"27255732","Given the ongoing decline of both pollinators and plants, it is crucial to implement effective methods to describe complex pollination networks across time and space in a comprehensive and high-throughput way. Here we tested if metabarcoding may circumvent the limits of conventional methodologies in detecting and quantifying plant-pollinator interactions. Metabarcoding experiments on pollen DNA mixtures described a positive relationship between the amounts of DNA from focal species and the number of trnL and ITS1 sequences yielded. The study of pollen loads of insects captured in plant communities revealed that as compared to the observation of visits, metabarcoding revealed 2.5 times more plant species involved in plant-pollinator interactions. We further observed a tight positive relationship between the pollen-carrying capacities of insect taxa and the number of trnL and ITS1 sequences. The number of visits received per plant species also positively correlated to the number of their ITS1 and trnL sequences in insect pollen loads. By revealing interactions hard to observe otherwise, metabarcoding significantly enlarges the spatiotemporal observation window of pollination interactions. By providing new qualitative and quantitative information, metabarcoding holds great promise for investigating diverse facets of interactions and will provide a new perception of pollination networks as a whole."
