"","doi","title","abstract","YearPub"
"955","10.1007/s13199-019-00615-5","diversity of endosymbiotic symbiodiniaceae in giant clams at dongsha atoll northern south china sea","© 2019, springer nature b.v. despite the importance of endosymbiotic dinoflagellates in the ecology of giant clams, the diversity and distribution of symbiodiniaceae in different tridacnine species remain relatively poorly studied. using a dna metabarcoding approach based on the nuclear ribosomal its2 marker, this study examined the patterns of symbiodiniaceae diversity and composition in two giant clam species, tridacna maxima (n = 32) and tridacna noae (n = 41) found at dongsha atoll, the largest atoll in the northern south china sea. both species of giant clams hosted symbiodiniaceae from genera symbiodinium (formerly clade a), cladocopium (formerly clade c) and durusdinium (formerly clade d). tridacna maxima harboured cladocopium preferentially, followed by symbiodinium and durusdinium, while t. noae hosted durusdinium most abundantly, followed by symbiodinium and cladocopium. endosymbiont diversity also varied between host species—t. maxima contained 11 species while t. noae had 13 species. among the endosymbionts, cladocopium goreaui (its2 type c1) was most common in both host species. further analyses revealed that endosymbiont species richness was influenced primarily by depth, size, and, to some extent, geographic locality of giant clams. endosymbiont community structure was significantly different between host species and this variation was primarily driven by depth. even though both tridacnine species share similar habitats on coral reefs, the contrasting diversity and composition of symbiodiniaceae present in each species may underlie the host’s adaptability to micro- and macro-environmental changes. these results not only provide a baseline of the various endosymbionts occurring in giant clams on an isolated reef ecosystem, they provide useful information for predicting impacts on these host species that could arise due to climate-related environmental stressors.",2019
"956","10.1111/1440-1703.1062","genetic and ecological conservation issues for oceanic island birds revealed by a combination of the latest molecular techniques and conventional field work","© 2019 the author. oceanic island ecosystems are vulnerable to artificial disturbances, and many island endemics are at risk of extinction. conservation of island endemics is a high priority for reducing biodiversity loss, but fundamental studies on many species remain lacking due to the small population size and limited accessibility to island habitats. in this review, i explored conservation issues of endangered bird species in oceanic island habitat, which have been revealed by the latest molecular techniques with a combination of conventional field work. recent genetic studies revealed low genetic diversity of endangered island endemics. analyses of genetic structure have revealed the gene flow of endemic birds among islands according to their flying abilities. seasonal inter-island movement of columbiformes and some finches have been observed, which might be related to fluctuating food resource availability among island habitats. dietary analyses based on dna metabarcoding for columba janthina nitens revealed frequent consumption of introduced plants by this bird. this review may provide a new perspective for conservation biology in oceanic island ecosystems. that is, (a) appropriate management of genetic diversity within and outside of habitat before serious population declines occur, (b) detection of meaningful evolutionarily significant units (esus) considering flying ability of birds among islands and management of total habitat range within each esu and (c) introduced species eradication designed to not to cause a negative impact on endangered species that may depend on introduced species for their food.",2019
"957","10.23818/limn.38.02","we are ready for faunistic surveys of bdelloid rotifers through dna barcoding the example of sphagnum bogs of the swiss jura mountains","© asociación ibérica de limnología, madrid. spain. the identification of biological diversity through dna barcoding and metabarcoding of the organisms living in the field has the potential to revolutionise the way biological surveys and monitoring are performed. yet, we still do not know if the current representativeness of the reference database of dna sequence data is sufficient to allow such approaches. here, we show that, at least for bdelloid rotifers (metazoa; rotifera; bdelloidea) in europe, current knowledge is ripe to perform such surveys. we show the results of an exercise performed on bdelloid rotifers in sphagnum bogs of the swiss jura mountain. the results of dna-based identifications were rather consistent with the morphology-based identifications, and the few cases of mismatch could be used as a cautionary tale to avoid potential misinterpretations of results. the mismatches were due to cases of the closest match not being genetically very close, and to the occurrence of cryptic species.",2019
"958","10.1007/s10750-018-3750-5","prospects and challenges of environmental dna edna monitoring in freshwater ponds","© 2018, the author(s). environmental dna (edna) analysis is a rapid, non-invasive, cost-efficient biodiversity monitoring tool with enormous potential to inform aquatic conservation and management. development is ongoing, with strong commercial interest, and new uses are continually being discovered. general applications of edna and guidelines for best practice in freshwater systems have been established, but habitat-specific assessments are lacking. ponds are highly diverse, yet understudied systems that could benefit from edna monitoring. however, edna applications in ponds and methodological constraints specific to these environments remain unaddressed. following a stakeholder workshop in 2017, researchers combined knowledge and expertise to review these applications and challenges that must be addressed for the future and consistency of edna monitoring in ponds. the greatest challenges for pond edna surveys are representative sampling, edna capture, and potential pcr inhibition. we provide recommendations for sampling, edna capture, inhibition testing, and laboratory practice, which should aid new and ongoing edna projects in ponds. if implemented, these recommendations will contribute towards an eventual broad standardisation of edna research and practice, with room to tailor workflows for optimal analysis and different applications. such standardisation will provide more robust, comparable, and ecologically meaningful data to enable effective conservation and management of pond biodiversity.",2019
"959","10.1016/j.foreco.2018.08.009","to prune or not to prune pruning induced decay in tropical sandalwood","© 2018 elsevier b.v. heartwood rot (a fungal disease) has the potential to significantly reduce the sandalwood oil production of santalum album. with new plantations being established with sandalwood oil as the major product, it is imperative to know the consequences of routine form-pruning in tropical areas. examining pruning wound responses in 1 and 5-year-old trees at the end of the dry and wet seasons, it was possible to ascertain the best pruning age and season in relation to occlusion. pathogenic wood fungi were isolated from wounds and fungal spore monitoring was undertaken at the two trial sites at time of pruning. younger trees had smaller wounds which were quicker to occlude and produced a lower decay rating which decreased over time. wood inhabiting fungi were isolated from all pruning wounds and identified using the its gene region. there was a total of 531 fungal isolates, identified in 75 fungal taxa. older trees had significantly more fungal species compared to younger trees. pruning season did not significantly affect occlusion, the amount of resultant decay, nor the total number of fungal species isolated. endophytes were isolated from every tree, comprising 52% of isolations. younger trees had more endophytes, but less rot fungi than older trees. canker fungi were isolated from almost all the older trees. in the older trees, rot fungi were predominant in trees pruned at end of the dry season. metabarcoding of spores collected in spore traps resulted in 565 operational taxonomic units (otu's) which were placed in 211 genera and 114 families, with about 55% classified as unknown fungi. about 23% of all reads corresponded to potential pathogens, however, the proportion of spore groups present at time of pruning at each plantation was not indicative of the fungal niches isolated from wounds. this study has shown that it is better to prune s. album when they are young to decrease the amount of potential decay. to reduce the risk of heartwood rot fungal diseases entering via the pruning wound, it would be preferable to prune at the beginning of the dry season. this will be applicable to other tropical tree species.",2018
"960","10.1016/j.ecolind.2018.07.044","adapting metabarcoding based benthic biomonitoring into routine marine ecological status assessment networks","© 2018 the use of genomic approaches to assist with biodiversity estimations is an alternative to traditional biomonitoring, which is very time-consuming and costly. in response to the high demand for quick community descriptions, dna metabarcoding can simultaneously assign taxonomy to hundreds of samples rapidly and at low cost. however, the technique has not routinely been incorporated into biomonitoring network programs yet. here, we applied dna metabarcoding methodologies at stations within the monitoring network of the basque water agency, the competent authority for the application of the european water framework directive in this region. we characterized the benthic macroinvertebrate communities from 18 estuarine and coastal sediment samples using morphology and metabarcoding-based taxonomic identification and evaluated the performance of several versions of the azti's marine biotic index (ambi). although metabarcoding detected 112 taxa against the 206 taxa identified through morphology, we showed that metabarcoding leads to similar biomonitoring conclusions compared with traditional techniques. using the abundance and biomass of those taxa detected from morphological methodologies, we found a significant positive correlation with the number of reads obtained with metabarcoding approaches. the metabarcoding-based index derived from read counts, gambi, and the morphology-based index derived from individuals’ biomass, (b)ambi, showed the best correlation and revealed excellent agreement at determining the ecological status of the stations analyzed. we calculated that, for the analysis of the 51 stations included in the basque monitoring network, metabarcoding was 55% less costly and 72% less time consuming. the results of our study are relevant to policy makers and researchers in the field of ecological assessment and will contribute to the quick implementation of dna metabarcoding to intensive monitoring programs.",2018
"961","10.1016/j.funeco.2018.07.006","metabarcoding analysis of the fungal biodiversity associated with castaño overa glacier mount tronador patagonia argentina","© 2018 elsevier ltd and british mycological society cold environments represent the largest fraction of earth's biosphere, and are known habitats for cold-adapted microorganisms. the aim of this study was to assess the occurrence and biodiversity of cold-adapted fungi associated with the castaño overo glacier, mount tronador, patagonia, argentina. samples of naked soil, glacial ice and snow were collected and analyzed using tag-encoded 454 pyrosequencing of the nuclear ribosomal internal transcribed spacer (its). a total of 1082 otus (operational taxonomic units) and 151,669 sequences were obtained. otus obtained from soil samples corresponded mainly to the phylum ascomycota, whereas for snow and ice samples the phylum basidiomycota was the most represented group. metabarcoding analysis showed high biodiversity in glacial environments and allowed the detection of hitherto unknown taxa for patagonia. to the best of our knowledge, this is the first report of fungal diversity in an extreme glacial environment of patagonian argentina using amplicon sequencing.",2018
"962","10.1186/s12302-018-0157-x","dna metabarcoding reveals the complex and hidden responses of chironomids to multiple stressors","© 2018, the author(s). background: chironomids, or non-biting midges, often dominate stream invertebrate communities in terms of biomass, abundance, and species richness and play an important role in riverine food webs. despite these clear facts, the insect family chironomidae is often treated as a single family in ecological studies or bioassessments given the difficulty to determine specimens further. we investigated stressor responses of single chironomid operational taxonomic units (otus) to three globally important stressors (increased salinity, fine sediment and reduced water flow velocity) in a highly replicated mesocosm experiment using a full-factorial design (eight treatment combinations with eight replicates each). results: in total, 183 chironomid otus (97% similarity) were obtained by applying a quantitative dna metabarcoding approach. whereas on the typically applied family level, chironomids responded positively to added fine sediment and reduced water velocity in the streambed and negatively to reduced velocity in the leaf litter, an otu-level analysis revealed a total of 15 different response patterns among the 35 most common otus only. the response patterns ranged from (a) insensitivity to any experimental manipulation over (b) highly specific sensitivities to only one stressor to (c) additive multiple-stressor effects and even (d) complex interactions. conclusion: even though most otus (> 85%) could not be assigned to a formally described species due to a lack of accurate reference data bases at present, the results indicate increased explanatory power with higher taxonomic resolution. thus, our results highlight the potential of dna-based approaches when studying environmental impacts, especially for this ecologically important taxon and in the context of multiple stressors.",2018
"963","10.1111/2041-210X.13087","vascular plant species richness and bioindication predict multi taxon species richness","© 2018 the authors. methods in ecology and evolution published by john wiley  &  sons ltd on behalf of british ecological society plants regulate soils and microclimate, provide substrate for heterotrophic taxa, are easy to observe and identify and have a stable taxonomy, which strongly justifies their use as indicators in monitoring and conservation. however, there is no consensus as to whether plants are strong predictors of total multi-taxon species richness. in this study, we investigate if general terrestrial species richness can be predicted by vascular plant richness and bioindication. to answer this question, we collected an extensive dataset on species richness of vascular plants, bryophytes, macrofungi, lichens, plant-galling arthropods, gastropods, spiders, carabid beetles, hoverflies, and genetic richness (operational taxonomic units = otus) from environmental dna metabarcoding. we also constructed a conservation index based on threatened red list species. besides using richness of vascular plants for prediction of other taxonomic groups, we also used plant-derived calibration of the abiotic environment (moisture, soil fertility and light conditions) as well as the degree of anthropogenic impact. bivariate relationships between plant species richness and other species groups showed no consistent pattern. after taking environmental calibration by bioindication into account, we found a consistent, and for most groups significant, positive effect of plant richness. plant species richness was also important for richness of fungal otus, malaise otus and for the conservation index. our multiple regression analyses revealed (a) a consistently positive effect of plant richness on other taxa, (b) prediction of 12%–55% of variation in other taxa and 48% of variation in the total species richness when bioindication and plant richness were used as predictors. our results justify that vascular plants are strong indicators of total biodiversity across environmental gradients and broad taxonomic realms and therefore a natural first choice for biodiversity monitoring and conservation planning.",2018
"964","10.1016/j.funeco.2018.07.008","diversity of foliar endophytic ascomycetes in the endemic corsican pine forests","© 2018 elsevier ltd and british mycological society plant leaves host species rich communities of foliar endophytic fungi (fef). compared to the other compartments of the plant microbiome, fef diversity is poorly known. here we document the communities of fef associated with the endemic corsican pine pinus nigra subsp. laricio at three sites across its natural range and examine the effect of forest site, tree age and light exposure on fef composition. metabarcoding using next-generation sequencing provided 8,243,608 ascomycota its2 sequences clustered into 642 fef operational taxonomic units (otus). fef communities did not differ in species richness across sites and tree cohorts, but differed in composition among forest patches and according to tree age. fef community composition did not correlate with needle location (shade vs full light). results are robust against the various options of the bioinformatic pipeline specifically developed. this study provides the first picture of fef diversity in a mediterranean island and underlines the complementarity of forest massifs for fungal conservation.",2018
"965","10.1016/j.funeco.2018.08.005","the fungal ecology of seabird nesting sites in the falkland islands indicates a niche for mycoparasites","© 2018 elsevier ltd and british mycological society soil fungal communities are complex and heterogeneous, possessing important functions in most terrestrial ecological systems. their study has been advanced due to the development of high-throughput sequencing, which allow for complex fungal communities to be described with techniques such as metabarcoding. the falkland islands contain large populations of breeding seabirds; one such internationally recognised area is saunders island, located off the coast of the west falkland. it contains breeding populations of gentoo penguins (pygoscelis papua), magellanic penguins (spheniscus magellanicus), black-browed albatross (thalassarche melanophris), king penguins (aptenodytes patagonicus) and western rockhopper penguins (eudyptes chrysocome chrysocome). the fungal communities of these sites were investigated using a fungal metabarcode approach. we found these sites contain a large spatial heterogeneity, with communities that are dominated by saprotrophic fungi. however, we noticed that the most abundant species tended to be known mycoparasites. we hypothesise the fungal communities in system undergo a ‘boom-bust’ cycle of varying alpha diversity which is dependent upon the breeding populations, and driven by highly competitive mycoparasitic fungi.",2018
"966","10.1016/j.funeco.2018.09.001","community composition and distribution of phytophthora species across adjacent native and non native forests of south africa","© 2018 elsevier ltd and british mycological society the diversity of phytophthora species associated with various ecological niches is poorly understood. in this study, the community composition and distribution of phytophthora species associated with non-native plantation trees, eucalyptus grandis and acacia mearnsii, was compared with adjacent natural forests in south africa using soil baiting and metabarcoding approaches. through soil baiting, 85 phytophthora isolates were recovered representing five taxa: p. alticola, p. cinnamomi, p. frigida, p. multivora and p. pseudocryptogea. metabarcoding revealed molecular operational taxonomic units corresponding to 32 phytophthora taxa. among these, 14 were new reports from south africa, including seven undescribed taxa. the community composition of phytophthora species clustered according to vegetation type. most species in plantations were present in the natural forest sites, but few species were exclusively associated with the non-native plantations. overall, the results revealed a substantial diversity of phytophthora species that includes both described and novel phylotypes previously unknown from south africa.",2018
"967","10.1016/j.apsoil.2018.08.016","effect of tillage and static abiotic soil properties on microbial diversity","© 2018 agricultural soil microbial communities are largely impacted by agronomic practices, soil physicochemical properties and climatic conditions. to understand how these factors induce changes in fungal and bacterial communities in soil, we used a metabarcoding approach to profile the microbial communities of 31 agricultural wheat fields with maize as previous crop, representative of usual crop rotation in brittany, france. our results clearly highlighted the importance of tillage for both bacteria and fungi, with species richness and evenness significantly higher in fields under minimum tillage practices than in fields under conventional tillage, despite that the core microbiota was similar between fields under these two practices. the functional diversity of the bacterial communities, predicted using faprotax, was also significantly higher in fields under minimum tillage notably that involved in nitrogen cycling (denitrification, respiration). we also observed that animal manure increased bacterial richness and evenness compared to chemical fertilization only. interestingly, fungal diversity was less sensitive to disturbance than bacterial communities. we also identified taxa groups as potential bioindicators of a specific agronomic practice, such as the strong association between animal manure application and hydrogenophaga, mycoplana and sphingopyxis, as well as the enrichment of oligotrophic acidobacteria under conventional tillage.",2018
"968","10.1016/j.aquaculture.2018.07.052","understanding bacterial communities for informed biosecurity and improved larval survival in pacific oysters","© 2018  bacteria are ubiquitous in all marine habitats and can be beneficial or detrimental to the survival and growth of shellfish raised in aquaculture. to reduce the exposure of cultured shellfish to potential pathogens, antibiotics can be used. however, risks associated with this practice have led to the development of alternative techniques such as ultraviolet (uv) light exposure for seawater disinfection. in this study, we used 16s rrna gene metabarcoding to measure the effect of low (50 mjoules/cm 2 ) and high (200 mjoules/cm 2 ) uv treatment of seawater on the bacterial communities present in hatchery rearing water and in pacific oyster crassostrea gigas larvae. 81 samples were collected between 13 and 29 march 2017 for high-throughput dna sequencing of bacterial communities, including differentially-treated seawater, the microalgae fed to the oysters and oyster larvae (fertilized eggs, early veliger larval stage [d-larvae], and pre-settlement stage) samples. differences in larval mortality between low and high uv treatments were also assessed. we found that the two uv treatments influenced the overall bacterial community diversity and affected its composition in both seawater and oyster larval samples. while alpha-diversity was mostly driven by the uv treatment, we found that the microbiome composition was primarily affected by temporal changes in the water source. compared to the bacterial microbiome associated with seawater, the oyster larvae microbiome changed more significantly in response to both uv treatments and sampling dates with marked shifts in the dominant bacteria associated with fertilized eggs (class gammaproteobacteria, families rhodospirillaceae and pelagibacteraceae), the d-larvae (family alteromonadaceae), and the pre-settlement larvae (families flavobacteriaceae and rhodobacteraceae). as larval development progressed, an increasingly complex bacterial community structure was observed. these bacterial community changes were likely driven by multiple factors, including the microbiome associated with microalgal cultures, which increased in complexity over time. despite the clear response of bacterial communities to both low and high uv treatments, no significant effect was observed in relation to the oyster larval mortality rate. these results suggest that increasing the uv treatment to 200 mjoules/cm 2 , if required for more efficacious disinfection and biosecurity, would not be detrimental to pacific oyster larval survival. further research is required to increase understanding of the dynamics of functionally critical bacterial taxa and their successive roles in post-larval development of pacific oysters.",2018
"969","10.1007/s10811-018-1544-9","a metabarcoding survey for seasonal picophytoplankton composition in two coral reefs around sesoko island okinawa japan","© 2018, springer nature b.v. okinawa is the southwesternmost part of japan and represents the northern limit of coral reefs that are influenced by the kuroshio warm current. we have been studying two coral reefs off sesoko island, in northern okinawa, to evaluate coral reef environments since 2014. in this study, we applied a metagenomic approach to analyze the seasonal composition of picophytoplankton at these two reef sites (sesoko minami and ishikawabaru). the two sites were selected for their differences: sesoko minami faces the open ocean and experiences relatively small land effects, while ishikawabaru experiences relatively high land effects and is surrounded by barrier reefs. seawater samples were collected from these two sites and filtered through a 1.6 µm pore filter followed by a 0.2 µm membrane filter. dna was extracted from the 0.2 µm filters, and the v1-v2 region of the 16s rrna gene (260 bp) was amplified before sequencing using next-generation sequencing techniques. cyanobacteria or chloroplast sequences were selected for further metabarcording analyses. interestingly, almost no differences were indicated between the two sites and more than 95% of the picophytoplankton at both sampling sites was composed of only 5 to 7 otus. the seasonal composition of picophytoplankton clearly changed; in summer (jul 2014, may to jul 2015, and may to aug 2016) otu 1 (synechococcus sp. nc007513) was most abundant. otu 4 (prochlorococcus marinus nc009091) also reached its maximum abundance in summer (may to aug 2016), while otu 6 (bathycoccous prasinos fn563099) increased in winter. otu 8 (micromonas commoda rcc299 fj858267) was present at every sampling period and accounted for 5–20% of the total picophytoplankton contig numbers. our results indicate that seasonal changes clearly influence fluctuations in picophytoplankton community compositions.",2018
"970","10.1016/j.soilbio.2018.09.025","manganese limitation as a mechanism for reduced decomposition in soils under atmospheric nitrogen deposition","© 2018 elsevier ltd long-term atmospheric nitrogen (n) deposition has been shown to reduce leaf litter and lignin decomposition in temperate forest soils, leading to an accumulation of soil carbon (c). reduced decomposition has been accompanied by altered structure and function of fungal communities, the primary decomposers in forest ecosystems; however, a mechanistic understanding of fungal responses to chronic n enrichment is lacking. a reduction in soil and litter manganese (mn) concentrations under n enrichment (i.e., mn limitation) may help explain these observations, because mn is a cofactor and regulator of lignin-decay enzymes produced by fungi. we conducted a laboratory study to evaluate the effect of mn availability on decomposition dynamics in chronically n-enriched soils. we measured litter mass loss, lignin relative abundance, and lignin-decay enzyme activities, and characterized the litter fungal community by its2 metabarcoding. we observed a significant positive correlation between mn availability and lignin-decay enzyme activities. in addition, long-term (28 years) n enrichment increased the relative abundance of ‘weak’ decomposers (e.g., yeasts), but this response was reversed with mn amendment, suggesting that higher mn availability may promote fungal communities better adapted to decompose lignin. we conclude that mn limitation may represent a mechanism to explain shifts in fungal communities, reduced litter decomposition, and increased soil c accumulation under long-term atmospheric n deposition.",2018
"971","10.1016/j.funeco.2018.08.003","effects of host species environmental filtering and forest age on community assembly of ectomycorrhizal fungi in fragmented forests","© 2018 elsevier ltd and british mycological society understanding the assembly of biological communities in space and time is a major goal in community ecology. while most studies have focused on community assembly patterns in macro-organisms, there are comparatively few studies on micro-organisms. here, we investigated how communities of ectomycorrhizal (ecm) fungi assemble in fragmented forests. we used a space-for-time substitution as an alternative for long-term studies to investigate variation in ecm fungal communities in three host species collected from 41 forest patches of different ages. metabarcoding of root samples revealed that community composition was affected by a combination of host plant, soil variables, and forest age. while there were no clear effects of forest age on ecm fungal communities in early-successional tree species alder and hawthorn, forest age did affect the ecm fungal communities in hazel, which is typically associated with ancient forest. ecm fungal communities in early-successional species were affected mostly by soil conditions.",2018
"972","10.1016/j.funeco.2018.08.002","coming up short identifying substrate and geographic biases in fungal sequence databases","© 2018 elsevier ltd and british mycological society insufficient reference database coverage is a widely recognized limitation of molecular ecology approaches which are reliant on database matches for assignment of function or identity. here, we use data from 65 amplicon high-throughput sequencing (hts) datasets targeting the internal transcribed spacer (its) region of fungal rdna to identify substrates and geographic areas whose underrepresentation in the available reference databases could have meaningful impact on our ability to draw ecological conclusions. a total of 14 different substrates were investigated. database representation was particularly poor for the fungal communities found in aquatic (freshwater and marine) and soil ecosystems. aquatic ecosystems are identified as priority targets for the recovery of novel fungal lineages. a subset of the data representing soil samples with global distribution were used to identify geographic locations and terrestrial biomes with poor database representation. database coverage was especially poor in tropical, subtropical, and antarctic latitudes, and the amazon, southeast asia, australasia, and the indian subcontinent are identified as priority areas for improving database coverage in fungi.",2018
"973","10.3389/fmicb.2018.02620","a bridge too far an integrative framework linking classical protist taxonomy and metabarcoding in lower termites","copyright © 2018 duarte, nunes, borges and nobre. the concept of individuality has changed, since symbiosis is now accepted as being widespread and not an exception. symbiotic microorganisms are not only crucial for the evolutionary and ecological success of many organisms (take land plants as an iconic example) but can also be key to many current human caused challenges (biomass degradation and bioenergy, for example). nowadays, many tools are available allowing to study the hidden microbiological world, but we should not neglect that, for certain aims, researchers do need to incorporate these new technologies with less appealing and more classical approaches in an integrative framework. using the example of lower termites' symbiosis with their protists, we intend to stimulate debate and to encourage cooperation between researchers toward high quality “big data” that can bring us closer to the pursued answers.",2018
"974","10.1080/13102818.2018.1532816","biodiversity of phytoplankton cyst assemblages in surface sediments of the black sea based on metabarcoding","© 2018, © 2018 the author(s). published by informa uk limited, trading as taylor  &  francis group. resting stages are common for the life cycle of some phytoplankton species, including blooming and potentially toxic species. the “seed bank” accumulated in the sediments can initiate blooms in the water column and could be an early warning signal of harmful algal blooms (habs). in order to identify the phytoplankton cyst assemblages, thirteen surface sediment samples were collected from different sites in the black sea. the diversity of the resting stages was assessed using high-throughput sequencing metabarcoding (v7-9 hypervariable region of the 18s rdna). one hundred and eighty microalgal species were identified with high level of similarity to the reference sequences. dinoflagellates were dominated by biecheleria, gymnodinium and karlodinium. within diatoms, skeletonema, chaetoceros and thalassiosira were the most abundant genera. sixteen of the detected operational taxonomic units (otus) were assigned to harmful microalgae (12 dinoflagellates species, 1 diatom, 1 haptophyte and 2 raphidophytes). no pattern of microalgal sequences depth distribution was discriminated. the results show that dna metabarcoding has a great potential for assessment of the phytoplankton diversity in environmental sediments.",2018
"975","10.1111/rec.12868","dna metabarcoding a new approach to fauna monitoring in mine site restoration","© 2018 society for ecological restoration ecological restoration of landscapes is an integral part of the mining process. however, restoration is often constrained by a lack of consistent monitoring approaches. for example, the need for specialist techniques and trapping approaches often limits monitoring of fauna recovery. application of molecular tools has made important contributions to understanding factors influencing restoration success. here, we outline advances in next-generation sequencing methods, especially metabarcoding of environmental dna. these have potential to revolutionize the practical contribution of genetics to the monitoring of fauna in a restoration context. dna metabarcoding involves the simultaneous characterization of biota using dna barcodes. it is a powerful method to assess the biodiversity contained within environmental samples (e.g. scats, bulk arthropods, soil, water, and sediment). this review outlines the challenges associated with current approaches to monitoring faunal biodiversity throughout ecological restoration. we also demonstrate how the emergence of dna metabarcoding could recast monitoring capacity for improved ecological restoration outcomes, while discussing current limitations of a dna-based approach to biodiversity assessment.",2018
"976","10.1007/s00300-018-2354-x","fish consumption of harbour seals phoca vitulina in north western iceland assessed by dna metabarcoding and morphological analysis","© 2018, springer-verlag gmbh germany, part of springer nature. understanding ecological relationships between humans and marine predators is crucial for the implementation of sustainable management practices. comprehensive estimation of pinniped diet is essential for assessing interaction with fisheries and often has an important conservational value. due to uncertainty regarding the accuracy of methods traditionally used to estimate harbour seal (phoca vitulina) diet it is necessary to improve analysis methods. we investigated the diet of harbour seals hauling out in an estuary area in north-western iceland between may and august of 2010 and 2011 by genetic (molecular) analysis of prey in faeces using dna metabarcoding. the results were compared to previously published results from morphological analysis. our results showed that species consumed were mainly sandeels (ammodytes sp.), flatfishes (pleuronectidae), gadoids (gadidae), herring (clupea harengus) and capelin (mallotus villosus). the results from molecular and morphological analyses were similar in regards to important prey species, but species diversity was lower in the morphological analysis and 38% of the samples included prey items that were unidentifiable in the morphological analysis. notably, despite atlantic salmon (salmo salar), brown trout (salmo trutta) and arctic char (salvelinus alpinus) availability in the study area, neither of the methods found evidence of salmonids in the harbour seal diet. recently, a severe decline has been observed in the icelandic harbour seal population. since the main reason for culling harbour seals in iceland is to reduce predation on salmonids, findings presented in this paper have essential conservation implications and suggest that culling needs to be reassessed.",2018
"977","10.1016/j.lwt.2018.06.039","core bacterial community of soy daddawa insights from high throughput dna metabarcoding","© 2018 elsevier ltd high-throughput sequence analysis of microbial communities in food matrices provides unprecedented insights into species richness and potential safety of foods. here, the bacterial community of soy-daddawa, a fermented indigenous food condiment, was investigated for the first time using high-throughput dna metabarcoding (16s rrna gene). analyses of 1 246 692 high-quality 16s rrna gene sequences obtained from seven soy-daddawa samples/producers yielded 1520 operational taxonomic units (otus). beta-diversity analysis of soy-daddawa bacterial communities suggested differences between samples, and in some cases, clustering according to geographical proximity of producers. sixty-five otus (taxonomically assigned to 13 phylotypes) comprised the core (100% threshold) bacterial community of soy-daddawa and included bacillus amyloliquefaciens, b. lichenformis, b. mojavensis, b. pumilus, b. subtilis, b. subtilis subsp. spizizenii, b. tequilensis, exiguobacterium sp., staphylococcus epidermidis and s. pseudintermedius. however, genera with known pathogenic species such as atopostipes, enterococcus, granulicatella, nosocomicoccus, proteus, pseudomonas and vagoccoccus constituted at least 1% (relative abundance) in at least one sample. insights gained from this study are useful for the development of a starter culture technology for the controlled fermentation of soy-daddawa. also, the presence of potentially pathogenic species corroborates established global consensus on the microbiological risks associated with spontaneously fermented indigenous foods.",2018
"978","10.1016/j.foodcont.2018.04.040","comparative analysis of illumina and ion torrent high throughput sequencing platforms for identification of plant components in herbal teas","© 2018 elsevier ltd the rapid development of high-throughput sequencing (hts) methods offers new opportunities for food quality control and identification of food components using the dna barcoding approach (metabarcoding in cases of complex mixes). however, the protocols of dna barcoding applied to food analysis are not yet fully established; testing and optimization are required to achieve the highest accuracy and cost efficiency. we report here a comparative study of the two most widely used sequencing platforms - illumina and ion torrent - for composition analysis of herbal teas, and show that both technologies yield congruent results, both qualitatively and quantitatively. they have revealed the substitution of fireweed (epilobium angustifolium l.) by lythrum sp. in one of the samples. it was confirmed by classic methods of botanical analysis (anatomy and palynology). in most samples, undeclared components have been detected, such as bindweed (convolvulus) and ragweed (ambrosia), which are known toxic and allergy-causing plants.",2018
"979","10.1111/2041-210X.13064","scaling up dna barcoding primer sets for simple and cost efficient arthropod systematics by multiplex pcr and illumina amplicon sequencing","© 2018 the authors. methods in ecology and evolution © 2018 british ecological society the simplicity and cost efficiency of illumina amplicon sequencing has greatly contributed to the advancement of dna barcoding and metabarcoding applications. however, current amplicon sequencing-based barcoding approaches are usually restricted to short, single-locus fragments, limiting their taxonomic and phylogenetic resolution. here, we establish a cost efficient and simple multiplex pcr protocol for arthropod systematics by illumina amplicon sequencing. we introduce primer sets, including several new, generic primers, to reliably amplify nine loci across a wide range of arthropods. using a diverse collection of arthropod species from 19 orders, we test loci for amplification efficiency and estimate the effect of cross-species amplification bias on taxon recovery from bulk community samples. we then explore the taxonomic and phylogenetic utility of the primer sets, focusing on a dataset of spiders that includes both deep and recent divergences. the set of loci provides good phylogenetic support across a wide taxonomic spectrum, making it a useful addition to coi for resolving lineages within a comparative context. all loci recover sequences for the majority of arthropod taxa in separate pcrs. however, cross-species amplification bias in some primers prevents an exhaustive taxon recovery from bulk community samples. our protocol makes it possible to generate multilocus datasets for large numbers of arthropod taxa for a fraction of the price and workload of sanger sequencing. this opens up the possibility for parallel phylogenetic and taxonomic analysis of large collections of arthropods, but also enables rapid exploratory analyses of target lineages. primers for metabarcoding applications should be carefully evaluated for their performance in bulk community samples and chosen to minimize cross-species amplification bias.",2018
