"","@_fa","url","identifier","eid","title","creator","publicationName","issn","eIssn","pageRange","coverDate","coverDisplayDate","doi","description","citedby-count","aggregationType","subtype","subtypeDescription","author-count.@limit","author-count.$","authkeywords","source-id","fund-no","fund-sponsor","openaccess","openaccessFlag","entry_number","volume","issueIdentifier","pubmed-id","article-number","fund-acr","pii","YearPub"
"11","true","https://api.elsevier.com/content/abstract/scopus_id/85063227748","SCOPUS_ID:85063227748","2-s2.0-85063227748","Diabetic cats have decreased gut microbial diversity and a lack of butyrate producing bacteria","Kieler I.","Scientific Reports",NA,"20452322",NA,"2019-12-01","1 December 2019","10.1038/s41598-019-41195-0","© 2019, The Author(s). Obesity and inactivity are major risk factors of feline diabetes mellitus (FDM) and human type II diabetes mellitus (T2DM). In recent years, changes in the gut microbiota have been suggested as a contributing factor to T2DM. Whether the gut microbiota (GM) composition plays a role in FDM remains unknown. The aim of the current study was firstly a cross-sectional comparison of the GM of diabetic cats, to that of lean, and of obese/overweight non-diabetic cats of a similar age. Specifically, fecal samples from 82 privately-owned cats from Denmark and Switzerland were sequenced using 16S rRNA gene amplicon metabarcoding. Secondly dietary intervention data was generated, by obtaining additional samples from a subset of cats after placing them on a high-protein diet for four weeks. The GM diversity of diabetic cats was lower than that of lean cats in the cross-sectional study, and lower compared to lean and to overweight/obese cats after diet intervention. Diabetic cats also exhibited fewer Anaerotruncus, Dialister, and unknown Ruminococcaceae than lean cats. Serum fructosamine levels correlated negatively with Prevotellaceae abundance and positively with Enterobacteriaceae abundance. In summary the intestinal microbiota of diabetic cats was characterized by decreased GM diversity and loss of butyrate producing bacterial genera.","0","Journal","ar","Article","100","11",NA,"21100200805","undefined",NA,"1","TRUE","12","9","1","30886210","4822",NA,NA,2019
"12","true","https://api.elsevier.com/content/abstract/scopus_id/85062591147","SCOPUS_ID:85062591147","2-s2.0-85062591147","Fiddler crab bioturbation determines consistent changes in bacterial communities across contrasting environmental conditions","Booth J.","Scientific Reports",NA,"20452322",NA,"2019-12-01","1 December 2019","10.1038/s41598-019-40315-0","© 2019, The Author(s). Ecosystem functions are regulated by compositional and functional traits of bacterial communities, shaped by stochastic and deterministic processes. Biogeographical studies have revealed microbial community taxonomy in a given ecosystem to change alongside varying environmental characteristics. Considering that stable functional traits are essential for community stability, we hypothesize that contrasting environmental conditions affect microbial taxonomy rather than function in a model system, testing this in three geographically distinct mangrove forests subjected to intense animal bioturbation (a shared deterministic force). Using a metabarcoding approach combined with sediment microprofiling and biochemistry, we examined vertical and radial sediment profiles of burrows belonging to the pantropical fiddler crab (subfamily Gelasiminae) in three contrasting mangrove environments across a broad latitudinal range (total samples = 432). Each mangrove was environmentally distinct, reflected in taxonomically different bacterial communities, but communities consistently displayed the same spatial stratification (a halo effect) around the burrow which invariably determined the retention of similar inferred functional community traits independent of the local environment.","1","Journal","ar","Article","100","5",NA,"21100200805","undefined","King Abdullah University of Science and Technology","1","TRUE","13","9","1","30842580","3749","KAUST",NA,2019
"13","true","https://api.elsevier.com/content/abstract/scopus_id/85062583895","SCOPUS_ID:85062583895","2-s2.0-85062583895","Divergent national-scale trends of microbial and animal biodiversity revealed across diverse temperate soil ecosystems","George P.","Nature Communications",NA,"20411723",NA,"2019-12-01","1 December 2019","10.1038/s41467-019-09031-1","© 2019, Crown. Soil biota accounts for ~25% of global biodiversity and is vital to nutrient cycling and primary production. There is growing momentum to study total belowground biodiversity across large ecological scales to understand how habitat and soil properties shape belowground communities. Microbial and animal components of belowground communities follow divergent responses to soil properties and land use intensification; however, it is unclear whether this extends across heterogeneous ecosystems. Here, a national-scale metabarcoding analysis of 436 locations across 7 different temperate ecosystems shows that belowground animal and microbial (bacteria, archaea, fungi, and protists) richness follow divergent trends, whereas ß-diversity does not. Animal richness is governed by intensive land use and unaffected by soil properties, while microbial richness was driven by environmental properties across land uses. Our findings demonstrate that established divergent patterns of belowground microbial and animal diversity are consistent across heterogeneous land uses and are detectable using a standardised metabarcoding approach.","1","Journal","ar","Article","100","11",NA,"19700182758","NE/M009106/1","Biotechnology and Biological Sciences Research Council","1","TRUE","14","10","1","30846683","1107",NA,NA,2019
"14","true","https://api.elsevier.com/content/abstract/scopus_id/85062266729","SCOPUS_ID:85062266729","2-s2.0-85062266729","Optimizing environmental DNA sampling effort for fish inventories in tropical streams and rivers","Cantera I.","Scientific Reports",NA,"20452322",NA,"2019-12-01","1 December 2019","10.1038/s41598-019-39399-5","© 2019, The Author(s). Environmental DNA (eDNA) metabarcoding is a promising tool to estimate aquatic biodiversity. It is based on the capture of DNA from a water sample. The sampled water volume, a crucial aspect for efficient species detection, has been empirically variable (ranging from few centiliters to tens of liters). This results in a high variability of sampling effort across studies, making comparisons difficult and raising uncertainties about the completeness of eDNA inventories. Our aim was to determine the sampling effort (filtered water volume) needed to get optimal inventories of fish assemblages in species-rich tropical streams and rivers using eDNA. Ten DNA replicates were collected in six Guianese sites (3 streams and 3 rivers), resulting in sampling efforts ranging from 17 to 340 liters of water. We show that sampling 34 liters of water detected more than 64% of the expected fish fauna and permitted to distinguish the fauna between sites and between ecosystem types (stream versus rivers). Above 68 liters, the number of detected species per site increased slightly, with a detection rate higher than 71%. Increasing sampling effort up to 340 liters provided little additional information, testifying that filtering 34 to 68 liters is sufficient to inventory most of the fauna in highly diverse tropical aquatic ecosystems.","0","Journal","ar","Article","100","9",NA,"21100200805","CEBA ANR-10-LABX-25-01","Agence Nationale de la Recherche","1","TRUE","15","9","1","30816174","3085",NA,NA,2019
"15","true","https://api.elsevier.com/content/abstract/scopus_id/85066945921","SCOPUS_ID:85066945921","2-s2.0-85066945921","Climatic impacts on the bacterial community profiles of cork oak soils","Reis F.","Applied Soil Ecology","09291393",NA,"89-97","2019-11-01","November 2019","10.1016/j.apsoil.2019.05.031","© 2019 Climate changes comprise increasing global temperature and water cycle deregulation (precipitation storms and long dry seasons). Many affected ecosystems are located within the Mediterranean basin, where cork oak (Quercus suber L.) is one of the most important forest ecosystems. Despite cork oak tolerance to drought, the decrease of water availability and increase of temperature is causing a serious decline of cork oak populations. In the present work, the bacterial community of cork oak soils was assessed by metabarcoding using Illumina Miseq. Soils from seven independent cork oak forests were collected along a climate gradient. In all forest soils, Proteobacteria and Actinobacteria were the richest and more abundant bacteria. Acidobacteria also presented a high relative abundance, and Chloroflexi was a rich phylum. The soil bacterial community diversity and composition was strongly affected by the climatic region where cork oak resides and specific bacterial taxa were differently affected by precipitation and temperature. Accordingly, cork oak bacterial communities clustered into three distinct groups, related with humid, sub-humid and arid/semi-arid climates. Driest and warmer forests presented more diverse bacterial communities than humid and coolest forests. However, driest climates presented more homogenous bacterial communities among forests than humid climates. Climate (mainly precipitation) revealed to be the strongest driver leading to significant variations of bacterial community profiles. The most impacted bacterial taxa by climatic variables were Proteobacteria, in particular Gammaproteobacteria and Deltaproteobacteria, Chloroflexi, and Firmicutes. Humid forests presented mainly Acidobacteria as good indicators of climate, whereas Actinobacteria members were better indicators for arid forests (mainly Gaiellales and Frankiales). Some indicator species for different climate conditions were members of the bacterial core of cork oak stands (7% of the total bacterial community). Taken together, different microbiomes were selected by the climate conditions in cork oak stands along a climate gradient and might provide the key to forest sustainability in times of global warming.","0","Journal","ar","Article","100","7","Bacterial communities | Climate | Cork oak | Forest soils","96119","PEst-OE/BIA/UI4046/2014","Fundação para a Ciência e a Tecnologia","0","FALSE","16","143",NA,NA,NA,NA,"S0929139318313994",2019
"16","true","https://api.elsevier.com/content/abstract/scopus_id/85066484361","SCOPUS_ID:85066484361","2-s2.0-85066484361","Metataxonomic analysis of the bacterial diversity in table olive dressing components","Benítez-Cabello A.","Food Control","09567135",NA,"190-197","2019-11-01","November 2019","10.1016/j.foodcont.2019.05.036","© 2019 Elsevier Ltd In this work, we have used a metataxonomic analysis to study the bacterial biodiversity in three types of commercial dressing and ingredients habitually used in table olive packaging. The bioinformatics analysis showed that salt samples (marine and spring) had the highest biodiversity indexes, followed by the aromatic herbs (thyme, oregano, and fennel) and finally by fermented dressing samples (garlic, pepper, and pepper paste). In salt samples, a significant high presence of Cytophagia, Sphingobacteria, Deltaproteobacteria and Halobacteria classes was observed. On the contrary, the presence of Bacilli class in fermented dressing samples was significantly higher compared to the other samples. Finally, the abundance of Gammaproteobacteria was statistically higher in the samples of herbs. At genus or family taxonomic level, Pseudomonas and diverse non-assigned genus of the Enterobacteriaceae family predominated in many samples of herbs. In fermented dressing samples, a diverse genus belonging to the Enterobacteriaceae family appeared in a high relative abundance in pepper paste and garlic, and the presence of Vibrio sp. was detected in pepper. However, Lactobacillus, Weisella, and Pediococcus were the predominant genera found in many of these fermented samples. Salinibacter was the most representative genus in both types of salt samples. Multivariate analysis (PCA) of the metataxonomic data sets discriminated well the samples belonging to the three different groups, showing a high proportion of sequences shared by samples-group. This survey reports for the first time the presence of new bacterial species not previously related to table olive processing, as well as the presence of others which could compromise the stability of olive packaging.","0","Journal","ar","Article","100","8","Metabarcoding | Packaging | Salt | Seasoning ingredients | Table olives","22577","OliFilm AGL-2013-48300-R",NA,"0","FALSE","17","105",NA,NA,NA,NA,"S095671351930252X",2019
"17","true","https://api.elsevier.com/content/abstract/scopus_id/85065553435","SCOPUS_ID:85065553435","2-s2.0-85065553435","Bioinformatics matters: The accuracy of plant and soil fungal community data is highly dependent on the metabarcoding pipeline","Pauvert C.","Fungal Ecology","17545048",NA,"23-33","2019-10-01","October 2019","10.1016/j.funeco.2019.03.005","© 2019 Elsevier Ltd and British Mycological Society Fungal communities associated with plants and soil influence plant fitness and ecosystem functioning. They are frequently studied by metabarcoding approaches targeting the ribosomal internal transcribed spacer (ITS), but there is no consensus concerning the most appropriate bioinformatic approach for the analysis of these data. We sequenced an artificial fungal community composed of 189 strains covering a wide range of Ascomycota and Basidiomycota, to compare the performance of 360 software and parameter combinations. The most sensitive approaches, based on the USEARCH and VSEARCH clustering algorithms, detected almost all fungal strains but greatly overestimated the total number of strains. By contrast, approaches using DADA2 to detect amplicon sequence variants were the most effective for recovering the richness and composition of the fungal community. Our results suggest that analyzing single forward (R1)sequences with DADA2 and no filter other than the removal of low-quality and chimeric sequences is a good option for fungal community characterization.","0","Journal","ar","Article","100","9","Bioinformatics | DADA2 | Environmental DNA | Fungi | Illumina MiSeq | Internal transcribed spacer (ITS) | LULU | Metabarcoding | USEARCH | VSEARCH","95143","ANR-10-LABX-25-01","Labex","0","FALSE","18","41",NA,NA,NA,NA,"S1754504818302800",2019
"18","true","https://api.elsevier.com/content/abstract/scopus_id/85065638644","SCOPUS_ID:85065638644","2-s2.0-85065638644","High-throughput environmental DNA analysis informs a biological assessment of an urban stream","Bagley M.","Ecological Indicators","1470160X",NA,"378-389","2019-09-01","September 2019","10.1016/j.ecolind.2019.04.088","© 2019 There is growing interest in the use of DNA barcoding and metabarcoding approaches to aid biological assessments and monitoring of waterbodies. While biodiversity measured by morphology and by DNA often has been found correlated, few studies have compared DNA data to established measures of impairment such as multimetric pollution tolerance indices used by many bioassessment programs. We incorporated environmental DNA (eDNA) metabarcoding of seston into a rigorous watershed-scale biological assessment of an urban stream to examine the extent to which eDNA richness and diversity patterns were correlated with multimetric indices and ecological impairment status designations. We also evaluated different filtering approaches and taxonomic classifications to identify best practices for environmental assessments. Seston eDNA revealed a wide diversity of eukaryotic taxa but was dominated by diatoms (36%). Differentiation among sites in alpha and beta diversity was greater when operational taxonomic units (OTUs) were classified taxonomically, but coarse resolution taxonomy (kingdom) was more informative than finer resolution taxonomy (family, genus). Correlations of DNA richness and diversity with multimetric indices for fish and macroinvertebrates were generally weak, possibly because Metazoa were not highly represented in our DNA dataset. Nonetheless, sites could be differentiated based on ecological impairment status, with more impaired sites having lower eDNA diversity as measured by the Shannon index, but higher taxonomic richness. Significant environmental drivers of community structure, as inferred from constrained ordination analyses, differed among kingdoms within the eDNA dataset, as well as from fish and macrobenthos, suggesting that eDNA provides novel environmental information. These results suggest that even a simple seston eDNA filtering protocol can provide biodiversity information of value to stream bioassessment programs. The approach bears further investigation as a potentially useful rapid assessment protocol to supplement more intensive field sampling efforts.","0","Journal","ar","Article","100","6","Aquatic life use | Bioassessment | Biological impairment | eDNA | Taxonomy","20292","undefined","U.S. Environmental Protection Agency","1","TRUE","19","104",NA,NA,NA,NA,"S1470160X19303346",2019
"19","true","https://api.elsevier.com/content/abstract/scopus_id/85065260981","SCOPUS_ID:85065260981","2-s2.0-85065260981","DNA barcode reference libraries for the monitoring of aquatic biota in Europe: Gap-analysis and recommendations for future work","Weigand H.","Science of the Total Environment","00489697","18791026","499-524","2019-08-15","15 August 2019","10.1016/j.scitotenv.2019.04.247","© 2019 The Authors Effective identification of species using short DNA fragments (DNA barcoding and DNA metabarcoding)requires reliable sequence reference libraries of known taxa. Both taxonomically comprehensive coverage and content quality are important for sufficient accuracy. For aquatic ecosystems in Europe, reliable barcode reference libraries are particularly important if molecular identification tools are to be implemented in biomonitoring and reports in the context of the EU Water Framework Directive (WFD)and the Marine Strategy Framework Directive (MSFD). We analysed gaps in the two most important reference databases, Barcode of Life Data Systems (BOLD)and NCBI GenBank, with a focus on the taxa most frequently used in WFD and MSFD. Our analyses show that coverage varies strongly among taxonomic groups, and among geographic regions. In general, groups that were actively targeted in barcode projects (e.g. fish, true bugs, caddisflies and vascular plants)are well represented in the barcode libraries, while others have fewer records (e.g. marine molluscs, ascidians, and freshwater diatoms). We also found that species monitored in several countries often are represented by barcodes in reference libraries, while species monitored in a single country frequently lack sequence records. A large proportion of species (up to 50%)in several taxonomic groups are only represented by private data in BOLD. Our results have implications for the future strategy to fill existing gaps in barcode libraries, especially if DNA metabarcoding is to be used in the monitoring of European aquatic biota under the WFD and MSFD. For example, missing species relevant to monitoring in multiple countries should be prioritized for future collaborative programs. We also discuss why a strategy for quality control and quality assurance of barcode reference libraries is needed and recommend future steps to ensure full utilisation of metabarcoding in aquatic biomonitoring.","0","Journal","re","Review","100","41","Biological monitoring | DNA barcoding | Freshwater | Marine | Quality assurance | Reference library","25349","BR","Fundação Portugal Telecom","1","TRUE","20","678",NA,"31077928",NA,NA,"S0048969719317760",2019
"20","true","https://api.elsevier.com/content/abstract/scopus_id/85063113381","SCOPUS_ID:85063113381","2-s2.0-85063113381","Application of next generation sequencing for species identification in meat and poultry products: A DNA metabarcoding approach","Xing R.","Food Control","09567135",NA,"173-179","2019-07-01","July 2019","10.1016/j.foodcont.2019.02.034","© 2019 Elsevier Ltd Species substitution is one of the forms of food fraud for economic gain. The vast majority of existing DNA typing methods are targeted methods that developed for the determination of the specific species in food products. However, these methods are inappropriate for the analysis of unknown food products or a blend of more than one species. This study aimed to investigate the ability of high-throughput DNA metabarcoding to identify mammalian and avian species in mixed products. Next-generation sequencing of a short segment of the 16S ribosomal RNA (16S rRNA) mitochondrial gene was performed. Duplicate samples and two different databases produced very similar results. Although the relative abundance of reads obtained from each species could not make a quantitative assessment of the original species composition, this method still has the potential to determination of high and low contents of animal species in mixed products. Subsequently, we performed a market survey to identify animal species in 27 meat and poultry products sold in China using the developed DNA metabarcoding approach. The results indicated the presence of mislabeling of processed meat and poultry products.","0","Journal","ar","Article","100","6","DNA metabarcoding | Food authenticity | Meat mislabeling | Next-generation sequencing (NGS) | Species identification","22577","2017M620868","China Postdoctoral Science Foundation","0","FALSE","21","101",NA,NA,NA,NA,"S0956713519300829",2019
"21","true","https://api.elsevier.com/content/abstract/scopus_id/85064762024","SCOPUS_ID:85064762024","2-s2.0-85064762024","The effect of dissolved nickel and copper on the adult coral Acropora muricata and its microbiome","Gissi F.","Environmental Pollution","02697491","18736424","792-806","2019-07-01","July 2019","10.1016/j.envpol.2019.04.030","© 2019 The potential impacts of mining activities on tropical coastal ecosystems are poorly understood. In particular, limited information is available on the effects of metals on scleractinian corals which are foundation species that form vital structural habitats supporting other biota. This study investigated the effects of dissolved nickel and copper on the coral Acropora muricata and its associated microbiota. Corals collected from the Great Barrier Reef were exposed to dissolved nickel (45, 90, 470, 900 and 9050 µg Ni/L)or copper (4, 11, 32 and 65 µg Cu/L)in flow through chambers at the National Sea Simulator, Townsville, Qld, Australia. After a 96-h exposure DNA metabarcoding (16S rDNA and 18S rDNA)was undertaken on all samples to detect changes in the structure of the coral microbiome. The controls remained healthy throughout the study period. After 36 h, bleaching was only observed in corals exposed to 32 and 65 µg Cu/L and very high nickel concentrations (9050 µg Ni/L). At 96 h, significant discolouration of corals was only observed in 470 and 900 µg Ni/L treatments, the highest concentrations tested. While high concentrations of nickel caused bleaching, no changes in the composition of their microbiome communities were observed. In contrast, exposure to copper not only resulted in bleaching, but altered the composition of both the eukaryote and bacterial communities of the coral's microbiomes. Our findings showed that these effects were only evident at relatively high concentrations of nickel and copper, reflecting concentrations observed only in extremely polluted environments. Elevated metal concentrations have the capacity to alter the microbiomes which are inherently linked to coral health.","0","Journal","ar","Article","100","10","16S rDNA | 18S rDNA | Coral microbiome | DNA metabarcoding | Metals | Tropical ecotoxicology","23916","undefined","Australian Institute of Nuclear Science and Engineering","0","FALSE","22",NA,NA,"31042619",NA,NA,"S0269749118347195",2019
